order_date,sku_id,quantity_sold,unit_price,warehouse_id,promotion_flag
2025-05-12,SKU111,14,659,WH15,False
2025-03-22,SKU234,11,610,WH5,False
2025-02-13,SKU179,4,1058,WH10,False
2025-05-27,SKU117,10,660,WH2,False
2025-04-05,SKU235,6,140,WH8,False
2025-05-19,SKU248,15,269,WH6,False
2025-05-20,SKU013,4,125,WH10,False
2025-05-16,SKU124,12,30,WH13,False
2025-03-31,SKU175,7,530,WH13,False
2025-05-04,SKU001,14,645,WH10,False
2025-02-20,SKU211,10,1205,WH1,False
2025-03-04,SKU046,4,955,WH4,False
2025-05-09,SKU013,2,1265,WH6,False
2025-05-03,SKU006,8,850,WH14,False
2025-02-14,SKU194,11,542,WH9,False
2025-04-29,SKU048,7,304,WH8,False
2025-03-14,SKU116,3,784,WH1,False
2025-06-22,SKU080,17,1247,WH13,False
2025-01-23,SKU139,9,1145,WH7,False
2025-06-07,SKU025,7,338,WH5,True
2025-05-16,SKU239,13,729,WH8,False
2025-06-08,SKU222,5,269,WH1,False
2025-02-09,SKU173,4,325,WH6,False
2025-05-18,SKU029,17,747,WH4,False
2025-05-14,SKU153,9,117,WH2,False
2025-01-11,SKU075,2,149,WH9,False
2025-03-11,SKU222,10,978,WH13,False
2025-01-30,SKU155,4,999,WH12,False
2025-02-20,SKU141,6,1199,WH2,False
2025-02-25,SKU061,1,1253,WH15,False
2025-04-30,SKU066,4,539,WH9,False
2025-03-24,SKU209,13,859,WH13,False
2025-01-15,SKU008,8,24,WH12,True
2025-05-22,SKU036,2,76,WH10,False
2025-06-16,SKU180,15,457,WH14,False
2025-01-08,SKU066,7,264,WH2,False
2025-05-24,SKU033,17,23,WH1,False
2025-03-16,SKU051,18,1096,WH10,False
2025-03-01,SKU025,6,615,WH15,False
2025-05-13,SKU157,18,1160,WH8,False
2025-05-03,SKU211,19,309,WH3,False
2025-06-23,SKU255,8,611,WH10,False
2025-02-14,SKU099,7,885,WH10,False
2025-03-28,SKU033,5,1161,WH2,False
2025-03-27,SKU166,16,476,WH14,False
2025-05-10,SKU204,6,199,WH2,False
2025-01-16,SKU055,4,742,WH1,False
2025-01-29,SKU069,6,584,WH9,False
2025-05-05,SKU056,1,878,WH1,False
2025-05-16,SKU066,13,931,WH10,False
2025-06-07,SKU226,18,1232,WH4,False
2025-01-08,SKU073,1,1199,WH6,False
2025-03-31,SKU155,12,679,WH6,False
2025-02-01,SKU060,10,409,WH12,False
2025-06-15,SKU045,17,860,WH6,False
2025-03-14,SKU194,12,1179,WH7,False
2025-02-21,SKU127,12,974,WH7,False
2025-01-06,SKU243,15,951,WH8,False
2025-04-24,SKU153,18,117,WH2,False
2025-05-28,SKU049,1,756,WH3,True
2025-01-23,SKU028,12,946,WH9,False
2025-06-19,SKU105,6,502,WH3,False
2025-03-12,SKU167,18,441,WH3,False
2025-05-01,SKU008,14,881,WH2,False
2025-04-08,SKU239,12,1271,WH5,False
2025-05-29,SKU208,13,965,WH5,True
2025-05-20,SKU239,17,1271,WH5,False
2025-04-20,SKU177,2,535,WH6,True
2025-06-21,SKU143,14,656,WH7,False
2025-04-02,SKU198,10,347,WH3,False
2025-03-10,SKU045,4,860,WH6,False
2025-03-18,SKU178,7,119,WH6,True
2025-02-16,SKU142,18,807,WH12,False
2025-02-07,SKU042,15,780,WH9,True
2025-04-29,SKU178,7,81,WH14,False
2025-03-22,SKU075,8,298,WH10,False
2025-01-09,SKU177,13,713,WH1,False
2025-05-08,SKU010,5,170,WH11,False
2025-01-21,SKU174,2,1084,WH5,True
2025-03-28,SKU008,17,364,WH13,False
2025-01-11,SKU252,10,757,WH9,False
2025-02-14,SKU163,13,634,WH11,False
2025-02-28,SKU181,17,156,WH4,False
2025-02-18,SKU025,9,615,WH15,False
2025-02-24,SKU230,15,101,WH14,False
2025-03-08,SKU208,6,816,WH8,False
2025-05-26,SKU234,17,1099,WH4,False
2025-02-01,SKU111,11,659,WH15,True
2025-01-12,SKU076,15,478,WH9,False
2025-05-02,SKU062,5,395,WH6,False
2025-03-21,SKU169,7,507,WH2,False
2025-05-28,SKU162,5,1022,WH4,False
2025-06-25,SKU003,4,680,WH4,True
2025-01-16,SKU017,14,196,WH8,False
2025-04-13,SKU040,14,169,WH11,False
2025-05-30,SKU050,16,58,WH8,False
2025-01-03,SKU062,12,549,WH1,True
2025-04-12,SKU081,19,597,WH7,False
2025-01-27,SKU180,19,457,WH14,False
2025-05-31,SKU255,6,181,WH9,False
2025-02-03,SKU156,5,1142,WH8,False
2025-06-13,SKU160,6,509,WH12,False
2025-06-08,SKU234,8,1099,WH4,False
2025-04-30,SKU019,7,797,WH11,False
2025-04-11,SKU092,13,185,WH5,True
2025-04-30,SKU010,5,50,WH2,False
2025-05-26,SKU244,12,175,WH10,False
2025-04-11,SKU150,12,1267,WH14,False
2025-04-02,SKU203,19,590,WH5,True
2025-05-12,SKU183,9,805,WH2,False
2025-05-31,SKU093,14,1028,WH4,True
2025-02-23,SKU092,17,185,WH5,False
2025-04-19,SKU190,19,908,WH8,False
2025-03-02,SKU050,17,708,WH6,False
2025-01-08,SKU089,14,892,WH14,True
2025-01-08,SKU025,14,615,WH15,False
2025-01-24,SKU059,5,890,WH9,True
2025-01-12,SKU153,13,280,WH4,False
2025-02-10,SKU212,10,159,WH3,False
2025-03-29,SKU072,4,811,WH12,True
2025-04-02,SKU073,5,1199,WH6,False
2025-03-28,SKU248,17,339,WH10,False
2025-06-07,SKU092,11,514,WH9,True
2025-01-24,SKU240,19,940,WH14,False
2025-04-22,SKU221,17,1247,WH3,False
2025-06-09,SKU213,14,838,WH10,True
2025-03-13,SKU077,16,263,WH7,False
2025-01-03,SKU103,7,737,WH14,False
2025-05-22,SKU092,13,185,WH5,False
2025-06-15,SKU166,18,1094,WH11,False
2025-03-07,SKU173,6,1171,WH2,False
2025-02-13,SKU124,4,406,WH2,False
2025-05-06,SKU168,1,29,WH8,False
2025-02-01,SKU010,13,50,WH2,False
2025-02-24,SKU069,18,1193,WH5,False
2025-04-27,SKU198,6,347,WH3,False
2025-03-02,SKU237,17,161,WH12,False
2025-05-14,SKU010,5,1026,WH5,False
2025-03-21,SKU156,4,1142,WH8,False
2025-03-28,SKU099,7,692,WH12,False
2025-02-09,SKU204,1,186,WH5,False
2025-01-06,SKU177,13,535,WH6,True
2025-03-05,SKU110,10,391,WH11,False
2025-01-22,SKU037,12,63,WH10,False
2025-02-28,SKU013,16,651,WH8,False
2025-05-29,SKU150,13,1267,WH14,False
2025-02-18,SKU153,4,117,WH2,False
2025-05-25,SKU025,4,1085,WH13,False
2025-06-07,SKU201,5,1250,WH10,False
2025-04-22,SKU255,14,734,WH1,True
2025-02-11,SKU135,15,1032,WH8,True
2025-06-14,SKU053,6,107,WH9,True
2025-04-05,SKU161,14,1036,WH12,False
2025-03-25,SKU006,8,1209,WH15,True
2025-03-29,SKU017,8,196,WH8,True
2025-05-27,SKU151,9,286,WH2,False
2025-05-10,SKU012,12,368,WH5,False
2025-01-23,SKU121,6,1024,WH7,False
2025-06-16,SKU013,2,375,WH12,False
2025-02-26,SKU028,3,946,WH9,False
2025-04-29,SKU206,19,1026,WH6,False
2025-04-15,SKU108,9,1164,WH4,False
2025-02-04,SKU120,15,153,WH1,False
2025-03-05,SKU198,4,676,WH12,False
2025-01-28,SKU074,9,18,WH5,True
2025-02-09,SKU168,16,24,WH13,True
2025-01-10,SKU164,10,486,WH10,False
2025-03-11,SKU032,19,44,WH11,False
2025-01-16,SKU058,6,986,WH3,False
2025-04-27,SKU108,19,1164,WH4,False
2025-05-26,SKU041,2,240,WH1,False
2025-01-18,SKU105,14,955,WH5,False
2025-03-29,SKU239,5,729,WH8,False
2025-01-18,SKU142,7,804,WH4,False
2025-02-09,SKU236,1,9,WH6,False
2025-02-13,SKU063,5,807,WH10,False
2025-02-21,SKU049,3,289,WH13,False
2025-03-19,SKU013,18,125,WH10,False
2025-06-27,SKU036,2,1279,WH14,False
2025-05-31,SKU066,15,539,WH9,True
2025-01-06,SKU143,8,163,WH2,False
2025-04-21,SKU152,4,621,WH2,False
2025-01-17,SKU139,2,1145,WH7,False
2025-01-19,SKU241,16,213,WH10,True
2025-02-09,SKU201,19,1250,WH10,False
2025-03-05,SKU121,5,1070,WH11,False
2025-02-27,SKU197,13,754,WH4,False
2025-05-21,SKU136,16,1147,WH1,False
2025-01-03,SKU132,11,793,WH4,False
2025-06-03,SKU112,9,438,WH9,False
2025-04-15,SKU038,4,1241,WH6,False
2025-03-15,SKU056,10,878,WH1,False
2025-01-03,SKU172,19,1142,WH6,False
2025-04-28,SKU115,1,633,WH12,False
2025-05-20,SKU198,3,347,WH3,False
2025-04-22,SKU112,19,804,WH13,False
2025-02-07,SKU010,7,170,WH11,False
2025-02-09,SKU226,9,223,WH10,False
2025-06-06,SKU209,15,859,WH13,False
2025-04-12,SKU089,3,1233,WH15,True
2025-05-25,SKU006,11,348,WH11,True
2025-06-19,SKU110,17,391,WH11,True
2025-01-07,SKU030,14,32,WH5,False
2025-03-27,SKU124,15,30,WH13,False
2025-04-16,SKU186,4,1223,WH1,False
2025-02-08,SKU013,5,1274,WH5,False
2025-05-04,SKU185,9,115,WH8,False
2025-06-06,SKU168,10,29,WH8,True
2025-04-28,SKU099,12,76,WH7,False
2025-03-22,SKU008,9,24,WH12,False
2025-05-18,SKU121,8,1070,WH11,False
2025-06-17,SKU030,5,32,WH5,False
2025-04-25,SKU091,13,193,WH13,True
2025-02-26,SKU106,1,62,WH13,False
2025-04-14,SKU066,14,539,WH9,False
2025-01-21,SKU111,16,659,WH15,False
2025-03-15,SKU248,19,485,WH7,False
2025-03-04,SKU255,4,611,WH10,False
2025-04-03,SKU245,15,1243,WH10,False
2025-01-07,SKU012,1,414,WH2,False
2025-02-19,SKU065,6,483,WH6,False
2025-06-11,SKU040,3,169,WH11,False
2025-03-31,SKU209,19,859,WH13,False
2025-06-28,SKU181,14,156,WH4,False
2025-04-12,SKU013,11,375,WH12,False
2025-01-19,SKU013,16,125,WH10,False
2025-03-02,SKU130,17,1164,WH15,False
2025-02-27,SKU252,13,790,WH2,False
2025-06-08,SKU152,7,383,WH5,False
2025-01-26,SKU064,7,827,WH2,False
2025-06-03,SKU154,14,697,WH3,False
2025-03-31,SKU006,7,348,WH11,False
2025-05-21,SKU053,14,107,WH9,False
2025-06-07,SKU050,2,1136,WH1,False
2025-05-28,SKU144,12,172,WH5,False
2025-04-10,SKU208,3,1266,WH1,True
2025-05-19,SKU100,6,1054,WH6,False
2025-03-23,SKU206,6,421,WH5,False
2025-04-23,SKU046,2,955,WH4,True
2025-02-24,SKU134,11,427,WH1,False
2025-04-08,SKU142,3,804,WH4,False
2025-03-15,SKU113,16,883,WH13,False
2025-05-28,SKU012,13,368,WH5,True
2025-03-09,SKU017,6,333,WH5,True
2025-03-06,SKU012,4,383,WH13,False
2025-03-05,SKU224,12,37,WH9,False
2025-03-15,SKU194,17,1018,WH8,True
2025-06-09,SKU203,16,1297,WH4,False
2025-01-05,SKU170,5,27,WH7,True
2025-04-16,SKU003,6,1107,WH3,False
2025-03-01,SKU147,6,1104,WH6,False
2025-01-07,SKU232,10,808,WH4,False
2025-03-14,SKU223,9,188,WH12,True
2025-01-28,SKU197,3,164,WH1,False
2025-06-01,SKU088,1,741,WH2,False
2025-04-21,SKU117,7,22,WH1,False
2025-04-07,SKU053,18,107,WH9,False
2025-01-25,SKU112,16,804,WH13,False
2025-06-09,SKU224,1,37,WH9,False
2025-05-22,SKU172,19,460,WH8,False
2025-02-06,SKU095,8,1217,WH14,False
2025-02-13,SKU163,10,1092,WH13,True
2025-01-30,SKU219,2,1172,WH2,False
2025-05-07,SKU077,2,454,WH4,False
2025-04-15,SKU152,15,383,WH5,False
2025-05-23,SKU142,5,807,WH12,False
2025-06-24,SKU178,2,424,WH7,True
2025-03-15,SKU062,13,395,WH6,False
2025-06-14,SKU207,18,1015,WH7,False
2025-02-22,SKU199,6,51,WH7,True
2025-03-26,SKU032,15,44,WH11,False
2025-03-22,SKU041,10,1070,WH8,False
2025-04-04,SKU167,8,441,WH3,True
2025-03-05,SKU074,19,419,WH13,False
2025-02-24,SKU139,1,1027,WH9,False
2025-02-03,SKU112,19,438,WH9,False
2025-05-02,SKU041,5,1070,WH8,False
2025-04-03,SKU165,8,425,WH7,False
2025-05-12,SKU226,10,180,WH14,False
2025-04-06,SKU036,5,76,WH10,False
2025-01-24,SKU014,4,1136,WH10,False
2025-01-02,SKU035,17,1248,WH3,False
2025-05-11,SKU243,1,951,WH8,False
2025-06-22,SKU197,1,161,WH11,False
2025-06-19,SKU057,9,1232,WH14,False
2025-01-13,SKU140,14,994,WH13,True
2025-03-26,SKU102,2,778,WH7,False
2025-03-14,SKU080,19,1247,WH13,False
2025-06-07,SKU008,17,24,WH12,False
2025-05-25,SKU163,16,1092,WH13,False
2025-04-01,SKU186,8,1223,WH1,True
2025-05-18,SKU078,5,961,WH4,False
2025-05-30,SKU222,4,193,WH3,False
2025-03-08,SKU083,7,580,WH12,True
2025-01-02,SKU035,14,1248,WH3,False
2025-05-14,SKU155,11,679,WH6,True
2025-05-21,SKU255,8,734,WH1,False
2025-06-28,SKU035,6,942,WH7,False
2025-03-11,SKU154,2,697,WH3,False
2025-01-03,SKU195,10,44,WH10,False
2025-05-07,SKU062,16,549,WH1,False
2025-05-22,SKU124,2,52,WH7,False
2025-01-04,SKU073,11,1199,WH6,True
2025-01-05,SKU243,10,951,WH8,False
2025-02-23,SKU081,1,597,WH7,False
2025-03-04,SKU078,19,878,WH15,True
2025-02-23,SKU118,9,851,WH10,True
2025-01-01,SKU115,7,634,WH8,False
2025-03-26,SKU144,15,1289,WH1,False
2025-03-06,SKU229,3,984,WH13,True
2025-05-24,SKU244,7,175,WH10,True
2025-01-23,SKU177,16,713,WH1,True
2025-04-27,SKU035,18,843,WH13,False
2025-03-01,SKU230,5,619,WH11,True
2025-02-27,SKU197,15,754,WH4,False
2025-06-08,SKU207,9,670,WH5,True
2025-04-08,SKU099,2,76,WH7,False
2025-05-27,SKU178,4,81,WH14,False
2025-03-16,SKU257,5,635,WH15,True
2025-04-21,SKU202,3,526,WH8,True
2025-06-28,SKU088,6,741,WH2,True
2025-04-08,SKU176,19,1141,WH7,False
2025-01-20,SKU124,13,52,WH7,False
2025-02-26,SKU147,5,322,WH15,False
2025-05-30,SKU056,3,878,WH1,False
2025-01-10,SKU247,13,1050,WH7,False
2025-05-29,SKU258,16,150,WH8,False
2025-01-31,SKU088,6,1121,WH4,False
2025-04-23,SKU037,12,63,WH10,True
2025-01-29,SKU190,12,727,WH5,False
2025-05-04,SKU060,8,409,WH12,False
2025-06-24,SKU135,1,1195,WH14,False
2025-03-07,SKU002,11,417,WH9,False
2025-02-27,SKU207,8,1015,WH7,False
2025-03-01,SKU045,11,1268,WH7,False
2025-05-13,SKU222,14,41,WH12,True
2025-02-11,SKU216,5,1115,WH15,False
2025-01-15,SKU142,14,807,WH12,False
2025-05-16,SKU232,19,977,WH3,False
2025-03-10,SKU180,1,488,WH1,True
2025-04-07,SKU141,7,1199,WH2,True
2025-03-16,SKU045,19,860,WH6,False
2025-06-05,SKU222,3,269,WH1,False
2025-02-19,SKU035,1,942,WH7,True
2025-02-20,SKU026,19,711,WH13,True
2025-03-18,SKU075,4,298,WH10,False
2025-06-29,SKU175,3,139,WH7,False
2025-01-09,SKU148,17,472,WH15,False
2025-01-31,SKU233,4,363,WH6,False
2025-01-26,SKU237,16,1079,WH4,False
2025-05-25,SKU166,4,476,WH14,True
2025-03-19,SKU155,16,679,WH6,False
2025-04-27,SKU140,1,994,WH13,True
2025-06-17,SKU197,5,164,WH1,False
2025-01-04,SKU144,10,1289,WH1,False
2025-04-29,SKU157,17,1256,WH5,True
2025-05-20,SKU135,4,1032,WH8,False
2025-02-02,SKU107,13,1153,WH7,False
2025-04-20,SKU141,7,592,WH11,True
2025-05-16,SKU083,11,580,WH12,False
2025-02-26,SKU005,15,806,WH5,False
2025-02-04,SKU014,2,1136,WH10,False
2025-06-20,SKU235,4,641,WH7,False
2025-05-05,SKU067,11,337,WH15,False
2025-04-10,SKU002,10,417,WH9,True
2025-05-16,SKU221,16,1247,WH3,False
2025-05-15,SKU035,18,942,WH7,False
2025-02-21,SKU181,10,156,WH4,False
2025-03-16,SKU179,10,299,WH3,False
2025-02-02,SKU171,11,918,WH6,False
2025-02-02,SKU168,8,29,WH8,False
2025-01-31,SKU077,7,454,WH4,False
2025-03-03,SKU172,17,387,WH14,False
2025-01-24,SKU160,16,176,WH8,True
2025-01-10,SKU199,9,51,WH7,False
2025-01-18,SKU172,8,460,WH8,False
2025-02-17,SKU252,19,306,WH10,False
2025-05-18,SKU240,3,942,WH8,False
2025-05-08,SKU226,15,367,WH15,True
2025-06-23,SKU012,10,1183,WH1,False
2025-01-23,SKU088,19,253,WH14,False
2025-03-22,SKU036,4,76,WH10,False
2025-04-10,SKU157,16,951,WH13,False
2025-05-07,SKU226,11,1010,WH6,False
2025-03-06,SKU160,15,698,WH1,True
2025-04-14,SKU127,1,974,WH7,False
2025-04-30,SKU094,5,831,WH3,False
2025-01-15,SKU143,2,163,WH2,False
2025-03-16,SKU111,15,659,WH15,False
2025-01-09,SKU127,1,974,WH7,False
2025-01-26,SKU142,6,667,WH9,True
2025-06-14,SKU094,4,177,WH1,False
2025-04-24,SKU105,16,955,WH5,False
2025-02-17,SKU165,7,297,WH12,False
2025-04-10,SKU059,17,1113,WH14,True
2025-02-20,SKU241,10,213,WH10,False
2025-02-08,SKU170,10,634,WH8,False
2025-04-18,SKU246,2,1216,WH15,False
2025-03-26,SKU239,17,729,WH8,False
2025-03-07,SKU075,5,298,WH10,False
2025-06-12,SKU226,14,223,WH10,False
2025-04-14,SKU133,16,777,WH14,True
2025-02-22,SKU130,17,1296,WH7,False
2025-02-05,SKU180,19,457,WH14,False
2025-06-07,SKU240,8,940,WH14,False
2025-06-14,SKU199,7,370,WH9,False
2025-06-23,SKU077,18,454,WH4,False
2025-04-16,SKU248,7,485,WH7,False
2025-06-20,SKU226,15,180,WH14,False
2025-05-30,SKU258,9,150,WH8,False
2025-02-09,SKU205,15,581,WH1,False
2025-01-14,SKU177,13,535,WH6,False
2025-05-19,SKU064,12,54,WH3,False
2025-02-17,SKU041,2,1070,WH8,False
2025-01-20,SKU106,19,62,WH13,False
2025-01-26,SKU227,19,949,WH8,False
2025-05-07,SKU096,8,252,WH3,False
2025-02-23,SKU038,9,1241,WH6,False
2025-03-12,SKU107,3,301,WH5,True
2025-05-10,SKU036,11,76,WH10,False
2025-05-01,SKU198,6,347,WH3,False
2025-06-04,SKU076,1,478,WH9,True
2025-03-18,SKU204,12,199,WH2,False
2025-01-19,SKU201,10,1250,WH10,False
2025-06-03,SKU193,13,642,WH14,False
2025-06-04,SKU205,5,116,WH9,True
2025-01-29,SKU033,7,915,WH6,True
2025-04-18,SKU236,9,9,WH6,False
2025-06-07,SKU147,5,1104,WH6,False
2025-04-24,SKU128,4,1209,WH5,False
2025-02-13,SKU085,1,1016,WH2,False
2025-04-27,SKU227,8,775,WH14,False
2025-04-08,SKU160,14,509,WH12,False
2025-03-17,SKU145,1,833,WH12,False
2025-04-14,SKU110,17,945,WH15,False
2025-02-01,SKU130,12,1296,WH7,False
2025-03-15,SKU148,1,472,WH15,False
2025-06-25,SKU248,14,339,WH10,False
2025-02-28,SKU092,19,185,WH5,False
2025-04-11,SKU255,10,734,WH1,False
2025-01-11,SKU005,16,806,WH5,False
2025-04-04,SKU032,12,44,WH11,False
2025-05-30,SKU012,9,368,WH5,False
2025-05-22,SKU245,7,1243,WH10,True
2025-03-27,SKU049,4,726,WH2,True
2025-03-19,SKU012,13,368,WH5,True
2025-02-24,SKU058,12,1293,WH11,False
2025-05-11,SKU033,17,1161,WH2,False
2025-01-30,SKU046,7,63,WH9,False
2025-03-01,SKU169,16,507,WH2,True
2025-02-10,SKU010,3,170,WH11,False
2025-01-11,SKU232,3,808,WH4,False
2025-05-02,SKU204,19,561,WH9,False
2025-03-03,SKU204,15,840,WH3,True
2025-05-22,SKU204,7,561,WH9,False
2025-05-05,SKU245,2,779,WH5,False
2025-02-01,SKU077,2,454,WH4,False
2025-05-05,SKU167,14,1159,WH2,False
2025-04-30,SKU058,1,1293,WH11,True
2025-02-10,SKU117,15,722,WH4,False
2025-01-28,SKU014,14,1226,WH15,False
2025-03-27,SKU219,3,498,WH14,False
2025-02-22,SKU204,4,760,WH12,False
2025-05-06,SKU061,3,811,WH10,False
2025-06-11,SKU142,10,667,WH9,False
2025-04-05,SKU078,6,961,WH4,False
2025-06-02,SKU059,13,1113,WH14,False
2025-02-14,SKU119,19,897,WH13,False
2025-05-26,SKU005,7,112,WH2,False
2025-06-29,SKU153,10,280,WH4,False
2025-01-27,SKU152,1,383,WH5,False
2025-06-18,SKU206,13,421,WH5,False
2025-01-11,SKU187,13,398,WH3,False
2025-01-30,SKU038,12,244,WH5,False
2025-06-22,SKU142,10,629,WH1,False
2025-05-12,SKU164,18,258,WH14,False
2025-03-01,SKU221,12,1247,WH3,False
2025-01-10,SKU179,3,290,WH15,False
2025-04-01,SKU127,15,974,WH7,True
2025-04-25,SKU062,14,395,WH6,False
2025-06-10,SKU226,16,1232,WH4,False
2025-05-21,SKU217,7,1295,WH13,True
2025-05-18,SKU023,17,250,WH15,False
2025-04-19,SKU049,2,289,WH13,False
2025-05-08,SKU127,4,974,WH7,False
2025-01-10,SKU233,5,553,WH14,False
2025-04-18,SKU258,18,1115,WH12,False
2025-05-21,SKU035,11,329,WH8,False
2025-01-20,SKU005,14,112,WH2,True
2025-03-22,SKU061,17,1253,WH15,False
2025-01-25,SKU065,8,483,WH6,False
2025-03-20,SKU013,15,375,WH12,False
2025-04-17,SKU152,7,621,WH2,False
2025-05-14,SKU244,7,938,WH5,False
2025-04-06,SKU134,1,427,WH1,False
2025-05-24,SKU197,13,164,WH1,False
2025-01-06,SKU247,8,1050,WH7,False
2025-05-08,SKU134,2,810,WH12,True
2025-01-24,SKU235,19,140,WH8,False
2025-06-02,SKU093,5,1236,WH6,False
2025-03-31,SKU152,7,383,WH5,False
2025-04-30,SKU049,11,756,WH3,True
2025-04-19,SKU206,8,1026,WH6,True
2025-03-28,SKU006,2,850,WH14,True
2025-05-26,SKU211,10,363,WH12,True
2025-03-10,SKU059,6,890,WH9,True
2025-04-23,SKU012,19,368,WH5,False
2025-06-28,SKU205,14,581,WH1,False
2025-02-23,SKU121,12,165,WH12,True
2025-03-31,SKU033,18,23,WH1,True
2025-06-02,SKU120,10,153,WH1,False
2025-04-24,SKU173,10,105,WH15,False
2025-05-19,SKU168,1,29,WH8,False
2025-01-03,SKU151,14,286,WH2,False
2025-02-26,SKU014,8,476,WH11,True
2025-06-20,SKU133,14,765,WH5,False
2025-06-13,SKU233,1,553,WH14,False
2025-05-24,SKU115,17,1292,WH7,False
2025-02-09,SKU239,11,797,WH14,False
2025-02-02,SKU012,7,1111,WH3,False
2025-06-26,SKU004,14,317,WH9,False
2025-05-31,SKU115,5,347,WH2,False
2025-03-11,SKU204,5,89,WH8,True
2025-05-13,SKU168,13,1068,WH1,False
2025-02-18,SKU230,10,101,WH14,False
2025-02-05,SKU107,17,1153,WH7,True
2025-06-12,SKU014,14,1136,WH10,False
2025-01-27,SKU102,16,1287,WH10,False
2025-01-07,SKU172,14,387,WH14,False
2025-03-19,SKU039,6,1210,WH4,False
2025-05-09,SKU207,13,1217,WH3,False
2025-06-20,SKU103,13,737,WH14,False
2025-02-27,SKU013,15,125,WH10,False
2025-02-15,SKU060,16,814,WH14,False
2025-04-12,SKU182,9,186,WH6,False
2025-03-16,SKU060,16,814,WH14,False
2025-06-01,SKU245,12,953,WH8,False
2025-03-07,SKU134,2,810,WH12,False
2025-06-12,SKU118,14,1256,WH2,False
2025-05-28,SKU090,16,297,WH4,False
2025-03-27,SKU066,2,264,WH2,False
2025-02-15,SKU174,1,1084,WH5,False
2025-05-21,SKU142,13,667,WH9,False
2025-06-26,SKU094,16,1099,WH9,False
2025-06-26,SKU057,16,1232,WH14,False
2025-04-03,SKU197,17,164,WH1,False
2025-02-24,SKU059,18,1113,WH14,False
2025-06-10,SKU135,4,1195,WH14,False
2025-02-08,SKU144,2,172,WH5,True
2025-04-12,SKU248,17,485,WH7,False
2025-03-10,SKU013,4,1265,WH6,False
2025-03-22,SKU157,5,1256,WH5,False
2025-03-22,SKU185,3,977,WH13,False
2025-05-01,SKU124,17,64,WH12,False
2025-04-25,SKU089,3,1205,WH5,False
2025-02-13,SKU165,15,425,WH7,False
2025-05-05,SKU032,15,44,WH11,True
2025-01-27,SKU011,5,719,WH6,False
2025-03-12,SKU014,10,476,WH11,True
2025-05-31,SKU180,11,457,WH14,False
2025-05-05,SKU247,4,929,WH9,False
2025-06-23,SKU084,11,531,WH8,True
2025-04-15,SKU089,18,1205,WH5,False
2025-02-11,SKU109,18,564,WH10,False
2025-05-04,SKU183,19,756,WH1,True
2025-01-25,SKU105,6,502,WH3,False
2025-01-01,SKU183,8,1253,WH5,False
2025-03-11,SKU143,9,656,WH7,False
2025-03-07,SKU167,8,1159,WH2,True
2025-05-31,SKU115,14,577,WH3,False
2025-03-18,SKU155,7,999,WH12,False
2025-03-04,SKU139,19,1145,WH7,False
2025-05-15,SKU224,18,37,WH9,False
2025-05-25,SKU140,19,994,WH13,False
2025-04-05,SKU033,19,915,WH6,True
2025-06-11,SKU165,18,297,WH12,False
2025-06-27,SKU218,18,805,WH1,True
2025-04-07,SKU235,15,641,WH7,False
2025-06-18,SKU164,18,258,WH14,False
2025-02-10,SKU258,6,1115,WH12,False
2025-02-22,SKU128,3,958,WH12,False
2025-06-15,SKU203,17,22,WH3,False
2025-02-24,SKU251,12,534,WH7,True
2025-01-22,SKU103,9,737,WH14,False
2025-04-21,SKU078,1,1195,WH11,False
2025-04-06,SKU013,2,375,WH12,True
2025-06-24,SKU222,11,193,WH3,True
2025-04-17,SKU244,7,925,WH3,False
2025-04-13,SKU129,16,1281,WH9,False
2025-04-13,SKU105,19,556,WH8,False
2025-04-16,SKU026,16,487,WH10,True
2025-06-23,SKU167,11,1159,WH2,False
2025-06-28,SKU074,2,419,WH13,False
2025-06-03,SKU046,17,63,WH9,False
2025-04-28,SKU115,2,335,WH6,True
2025-02-04,SKU055,18,1048,WH15,True
2025-03-01,SKU174,18,1084,WH5,True
2025-05-03,SKU204,14,186,WH5,False
2025-02-15,SKU119,17,98,WH5,False
2025-01-06,SKU175,15,530,WH13,True
2025-04-07,SKU005,9,112,WH2,True
2025-01-15,SKU091,5,844,WH1,False
2025-02-05,SKU108,5,1164,WH4,False
2025-01-02,SKU204,9,89,WH8,False
2025-06-26,SKU182,6,1167,WH5,False
2025-03-15,SKU209,6,1253,WH2,False
2025-05-30,SKU055,12,1048,WH15,False
2025-02-17,SKU036,1,76,WH10,True
2025-03-22,SKU037,4,761,WH7,False
2025-06-17,SKU182,7,186,WH6,False
2025-05-01,SKU065,16,483,WH6,False
2025-05-15,SKU127,19,974,WH7,True
2025-03-08,SKU254,1,457,WH9,False
2025-01-27,SKU085,10,1052,WH9,False
2025-02-11,SKU121,9,165,WH12,False
2025-02-11,SKU161,16,360,WH10,True
2025-06-21,SKU120,9,1258,WH3,True
2025-06-01,SKU233,11,363,WH6,False
2025-02-20,SKU212,10,159,WH3,False
2025-02-27,SKU243,15,218,WH10,False
2025-04-23,SKU218,19,871,WH9,False
2025-02-27,SKU017,19,252,WH14,True
2025-01-11,SKU257,13,114,WH10,False
2025-03-18,SKU221,2,698,WH1,False
2025-06-10,SKU062,11,549,WH1,False
2025-04-15,SKU092,16,185,WH5,False
2025-05-19,SKU205,3,116,WH9,False
